SKU,Price_US,Price_TW,PRODUCT_NAME
MHR44,0.0,7490.0,
MXP63,129.0,4490.0,AirPods 4
MXP93,179.0,5990.0,AirPods 4 with Active Noise Cancellation
MWW43,549.0,17990.0,Airpods Max -
MFHP4,249.0,7490.0,AirPods Pro 3
